倍	-mal			
飾	garnieren			
園	Garten		Zoo	w
圃	Garten		Gemüsebeet	w
耨	Gartenhacke			
氣	Gas			
巷	Gasse		Fahrspur	w
衚	Gasse		Ab	p
衕	Gasse		aB	p
坊	Gasse		Stadtteil	w
客	Gast			
澀	Gatter			
給	geben			
疇	Gebiet			
彎	gebogen			
生	geboren werden			
以	gebrauchen			
誕	Geburt			
辰	Geburtstag			
棟	Gebäude			
費	Gebühr			
叢	Gebüsch			
昌	gedeihend			
懷	gedenken			
詩	Gedicht			
賦	Gedicht schreiben			
宜	geeignet			
危	Gefahr			
虜	gefangen nehmen			
禽	Geflügel			
凝	gefrieren			
險	gefährlich		Versicherung	w
殆	gefährlich		fast	a
偽	gefälscht			
獄	Gefängnis			
壺	Gefäß			
感	Gefühl			
彼	Gegenseite			
互	gegenseitig			
秘	Geheimnis			
奧	geheimnisvoll			
拘	gehemmt			
走	gehen			
腦	Gehirn			
遵	gehorchen			
鬼	Geist			
瘋	geisteskrank			
婪	geizig		habgierig	w
吝	geizig		Ab	p
嗇	geizig		aB	p
摳	geizig		ausgraben	w
飯	gekochter Reis			
逍	gelassen			
黃	gelb			
錢	Geld			
鈔	Geldschein			
遇	Gelegenheit			
儒	Gelehrte			
士	Gelehrter			
場	Gelände			
闌	Geländer			
共	gemeinsam			
徐	gemächlich			
菜	Gemüse		aB	p
蔬	Gemüse		Ab	p
恰	genau			
將	General			
世	Generation		Welt	w
輩	Generation		Lebenszeit	a
癒	genesen			
脖	Genick			
享	genießen			
夠	genug			
齊	geordnet			
直	gerade			
甫	gerade jetzt			
爽	geradeheraus			
義	Gerechtigkeit			
庭	Gerichtshof			
訟	Gerichtsverfahren			
蔑	geringschätzen			
器	Gerät			
敞	geräumig			
噼	Geräusch		pfeifen	w
謠	Gerücht			
綱	Gerüst			
全	gesamt			
唄	Gesang		buddhistisch	d
史	Geschichte			
巧	geschickt			
性	Geschlecht			
鋒	geschliffen			
味	Geschmack			
速	Geschwindigkeit		Autobahn	w
馳	Geschwindigkeit		schnell fahren	w
膨	geschwollen		Inflation	w
腫	geschwollen		Tumor	w
瘡	Geschwür			
店	Geschäft			
律	Gesetz			
臉	Gesicht		Prestige	w
顏	Gesicht		Farbe	w
祟	Gespenst			
囉	gesprächig			
形	Gestalt			
架	Gestell			
昨	gestern			
健	gesund			
康	Gesundheit			
禾	Getreide		Heuballen	w
麥	Getreide		Mikrofon	w
穀	Getreide		Google	n
閘	Getriebe			
飲	Getränk			
賺	Gewinn machen			
贏	gewinnen			
某	gewisse			
兢	gewissenhaft			
賜	gewähren			
凡	gewöhnlich			
慣	gewöhnt			
貪	gierig			
注	gießen			
毒	Gift			
頂	Gipfel		Dach	w
峰	Gipfel		Höchstwert	w
輝	Glanz			
玻	Glas		Ab	p
璃	Glas		aB	p
平	glatt			
信	glauben			
同	gleich			
勻	gleichmäßig			
滑	gleiten			
鈴	Glocke			
耀	glorreich			
盯	glotzen			
福	Glück			
吉	glücklich			
賭	Glücksspiel			
瑞	glücksverheißend			
金	Gold			
鑼	Gong			
拜	Gottesdienst			
神	Gottheit			
墓	Grab		aB	p
墳	Grab		Ab	p
渠	Graben			
鑿	graben		meißeln	a
刨	graben		glätten	a
抓	grabschen			
度	Grad			
克	Gramm			
榴	Granatapfel			
沙	Granulat			
草	Gras			
鶯	Grasmücke			
岡	Grat			
賀	gratulieren		aB	p
祝	gratulieren		Ab	p
虐	grausam		quälen	w
狠	grausam		erbarmungslos	w
鍥	gravieren			
執	greifen			
境	Grenze		Umgebung	w
邊	Grenze		neben	w
疆	Grenze		Grenzgebiet	w
柄	Griff			
烤	grillen			
兇	grimmig			
粗	grob		Ab	p
魯	grob		aB	p
糙	grobkörnig			
嚕	grollen			
大	groß			
喬	groß gewachsen			
熙	großartig			
斗	Großer Wagen			
婆	Großmutter			
坑	Grube			
底	Grund		schlussendlich	w
緣	Grund		Isolierung	w
組	Gruppe			
綠	grün			
建	gründen		Empfehlung	w
奠	gründen		Grundstein legen	w
徹	gründlich			
基	Gründung			
瞅	gucken			
橡	Gummi		Ab	p
膠	Gummi		aB	p
惠	Gunst			
喉	Gurgel			
好	gut			
諳	gut kennen			
粱	gutes Essen			
敦	gutherzig			
慈	gutmütig			
箏	Guzheng			
祥	günstig			
帶	Gürtel			
恩	Güte			
髮	Haare			
翹	Haarschmuck			
辮	Haarzopf			
有	haben			
砍	hacken			
港	Hafen			
塢	Hafenbecken			
埠	Hafenstadt			
粘	haften			
雹	Hagel			
鉤	Haken			
半	halb			
廳	Halle			
桿	Halm		Mast	w
稈	Halm		Stengel	a
柯	Halm		Kokain	w
頸	Hals			
牢	haltbar			
把	halten		Griff	w
鉗	halten		Zange	w
站	Haltestelle			
態	Haltung			
錘	Hammer			
漢	Han			
手	Hand			
貿	Handel			
辦	handeln			
掌	Handfläche			
腕	Handgelenk			
匠	Handwerker			
麻	Hanf			
杭	Hangzhou			
融	harmonisch		auftauen	w
洽	harmonisch		Verhandlung	w
諧	harmonisch		witzig	w
硬	hart			
兔	Hase		normal	d
卯	Hase		Tierkreis	d
惡	hassen		böse	a
恨	hassen		bereuen	w
匆	hastig			
哈	hauchen			
堂	Hauptraum			
京	Hauptstadt			
房	Haus			
寵	Haustier			
膚	Haut			
揚	heben		loben	w
籬	Hecke			
簿	Heft			
悍	heftig			
頤	hegen			
療	heilen			
聖	heilig			
悄	heimlich			
窺	heimlich gucken			
姻	Heirat			
嫁	heiraten		einen Mann	d
娶	heiraten		eine Frau	d
怡	heiter			
躁	heißblütig			
傑	Held		Meisterwerk	w
俠	Held		Edelmann	w
豪	heldenhaft			
幫	helfen			
明	hell		morgen	w
皓	hell		weiß	a
戈	Hellebarde			
盔	Helm			
衫	Hemd			
縛	hemmen			
垂	herabhängen			
泄	herauslassen			
突	herausragen			
抽	herausziehen		rauchen	w
拔	herausziehen		über Meeresspiegel	w
企	herbeisehnen			
秋	Herbst			
爐	Herd		Ab	p
灶	Herd		aB	p
群	Herde			
哄	hereinlegen			
霸	herrisch			
君	Herrscher			
製	herstellen			
赫	Hertz			
遊	herumfahren			
慫	hervorrufen			
心	Herz			
螞	Heuschrecke		Ameise	w
蝗	Heuschrecke		Grashüpfer	a
今	heute			
巫	Hexe			
嘿	Hey!			
嗨	Hi			
此	hier und jetzt			
天	Himmel			
霞	Himmelsröte			
霄	Himmelszelt			
上	hinauf			
躥	hinaufspringen			
出	hinausgehen			
耽	hinausschieben			
捎	hinbringen			
礙	hindern			
進	hineingehen			
插	hineinstecken			
跌	hinfallen			
後	hinter			
下	hinunter			
俯	hinunterblicken			
鹿	Hirsch			
熱	Hitze		Leidenschaft	w
暑	Hitze		Sommerferien	w
高	hoch			
昂	hoch sein			
卓	hoch und gerade			
坪	Hochebene			
擎	hochhalten			
樓	Hochhaus		Stockwerk	d
幢	Hochhaus		ZEW	d
舉	hochheben		Veranstaltung	w
掀	hochheben		fördern	d
汛	Hochwasser			
蹲	hocken			
凳	Hocker			
廷	Hof			
希	hoffen			
岳	hoher Berg			
材	Holz			
俑	Holzfigur als Grabbeigabe			
桐	Holzölbaum			
蜜	Honig			
涯	Horizont			
匾	horizontales Banner mit Inschrift			
角	Horn			
褲	Hose			
淮	Huai		Fluss	d
蹄	Huf			
雞	Huhn			
幽	Humor			
蹣	humpeln		Ab	p
跚	humpeln		aB	p
瘸	humpeln		lahm	a
犬	Hund		Dackel	f
狗	Hund		Husky	f
戌	Hund		Tierkreis	d
釐	Hunderstel			
百	hundert			
億	hundert Millionen			
餓	Hunger			
飢	hungrig		Magenknurren	f
饑	hungrig		Hungersnot	w
餛	Huntun		Ab	p
飩	Huntun		aB	p
嘟	hupen			
嗽	husten		aB	p
咳	husten		Ab	p
帽	Hut			
嗄	Hä?			
囚	Häftling			
搓	Hände reiben			
商	Händler			
懸	hängen			
醜	hässlich		Skandal	w
陋	hässlich		karg	w
酋	Häuptling			
洞	Höhle		Ab	p
窟	Höhle		Grotte	w
穴	Höhle		aB	p
淵	Hölle			
聽	hören			
姣	hübsch			
腰	Hüfte			
岑	Hügel		kleiner Hügel	d
陵	Hügel		Hügelland	w
繭	Hühnerauge			
皮	Hülle			
躍	hüpfen		dynamisch	w
蹈	hüpfen		Tanz	w
蹦	hüpfen		lebhaft	w
吾	ich		förmlich	d
我	ich		normal	d
志	Ideal			
意	Idee			
籮	Idiot			
癡	idiotisch			
衷	im Herzen			
叼	im Mund halten			
預	im voraus			
仿	imitieren			
頻	immer wieder			
秉	in den Händen halten			
望	in die Ferne schauen			
向	in Richtung		Orientierung	w
往	in Richtung		oft	w
嚮	in Richtung		Reiseführer	w
庇	in Schutz nehmen			
個	individuell			
瘟	Infektion			
姜	Ingwer			
吸	inhalieren			
虛	inhaltslos			
倡	initiieren			
間	inmitten			
裡	innen			
內	innerhalb			
銘	Inschrift			
蟲	Insekt			
島	Insel		Ab	p
嶼	Insel		aB	p
察	inspizieren		Polizei	w
勘	inspizieren		Exploration	w
置	installieren			
院	Institution			
慧	intelligent			
烈	intensiv			
興	Interesse			
趣	interessieren			
裏	intern			
謀	Intrige			
焉	inwiefern			
伊	Irak			
幻	irreal			
惑	irreführen			
嗎	ja oder nein?			
褂	Jacke		Kleid	a
襖	Jacke		Mantel	a
琳	Jade		Rowling	n
玉	Jade		schön	a
瑩	jadeartiger Stein			
獵	jagen			
年	Jahr			
歲	Jahre			
季	Jahreszeit			
槐	Japanischer Schnurbaum			
茉	Jasmin		Ab	p
莉	Jasmin		aB	p
各	jede			
每	jeder			
逢	jederzeit			
現	jetzt			
蔣	Jiang			
耍	jonglieren			
癢	jucken			
鈞	Jun		Einheit	d
仔	jung			
夭	jung sterben			
郎	junger Mann			
寶	Juwel			
妹	jüngere Schwester			
弟	jüngerer Bruder			
艙	Kabine		Schiff	d
瓦	Kachel			
咖	Kaffee		Ab	p
啡	Kaffee		aB	p
皇	Kaiser		Caesar	f
帝	Kaiser		von China	f
后	Kaiserin			
曆	Kalender			
冷	kalt		Kalter Krieg	w
寒	kalt		Winterjacke	w
駝	Kamel		aB	p
駱	Kamel		Ab	p
梳	Kamm		kämmen	a
櫛	Kamm		auskämmen	a
溝	Kanal			
典	Kanon			
砲	Kanone		Böller	w
炮	Kanone		Granate	w
粵	Kanton			
量	Kapazität			
章	Kapitel			
降	kapitulieren			
揍	kaputtmachen			
鯉	Karpfen			
卡	Karte			
薯	Kartoffel			
癌	Karzinom			
檯	Kasse			
栗	Kastanie			
箱	Kasten			
羯	kastrierter Schafsbock			
類	Kategorie			
貓	Katze			
咀	kauen		Ab	p
嚼	kauen		aB	p
買	kaufen			
倉	Kaufhaus			
賈	Kaufmann			
嗓	Kehle		Stimme	a
嚨	Kehle		Gurgel	w
萌	keimen			
餅	Keks			
匕	Kelle			
識	kennen			
陶	Keramik			
伙	Kerl			
核	Kern			
蠟	Kerze		Ab	p
燭	Kerze		aB	p
鏈	Kette			
喘	keuchen			
貞	keusch			
松	Kiefer			
子	Kind		Radikal	g
孩	Kind		komplett	g
孝	kindlich		gehorsam	w
稚	kindlich		kindisch	a
傾	kippen			
櫻	Kirsche			
枕	Kissen			
族	Klan			
瓣	Klappe			
嗒	klapper klapper			
楚	klar		aB	p
清	klar		Ab	p
朗	klar		optimistisch	w
瀟	klares Wasser			
拍	klatschen			
貼	kleben			
糯	Klebreis			
裳	Kleid			
櫃	Kleiderschrank		Kommode	w
櫥	Kleiderschrank		Schaufenster	w
衣	Kleidung		Ab	p
服	Kleidung		aB	p
件	Kleidungsstück			
小	klein			
碟	kleiner Teller			
隹	kleiner Vogel			
嬰	Kleinkind			
微	Kleinst-			
爬	klettern		bergsteigen	w
攀	klettern		Kletterwand	f
岩	Kliff			
敲	klopfen		an die Tür	w
捶	klopfen		mit der Faust	d
塊	Klotz		ZEW	d
智	Klugheit			
童	Knabe			
轟	knallen			
短	knapp			
掐	kneifen		abpflücken	a
捏	kneifen		mit Fingern halten	a
掰	knicken			
膝	Knie			
跪	knien			
蒜	Knoblauch			
骨	Knochen			
髓	Knochenmark			
扣	Knopf		Rabatt	w
釦	Knopf		Beschlag	a
鈕	Knopf		Taste	w
芽	Knospe		Ableger	a
蕾	Knospe		Ballett	w
結	Knoten			
脆	knusprig			
煮	kochen		im Wasser	d
沸	kochen		Sieden	d
炊	kochen		Küchenrauch	w
煲	kochen		auf kleinem Feuer	d
燙	kochend heiß			
煤	Kohle		Ab	p
炭	Kohle		aB	p
碳	Kohlenstoff			
塌	kollabieren		Ab	p
垮	kollabieren		aB	p
衝	kollidieren			
併	kombinieren			
撫	Komfort			
帥	Kommandeur			
來	kommen			
敘	kommentieren			
通	kommunizieren			
賠	kompensieren			
盈	komplett			
誇	Kompliment			
繁	kompliziert			
編	komponieren			
凹	konkav			
姫	Konkubine		Kanji	d
姬	Konkubine		Taj Mahal	n
妃	Konkubine		Frau eines Prinzen	a
競	konkurrieren			
韌	konsequent			
構	konstruieren			
諮	konsultieren		trad	d
咨	konsultieren		simp	d
洲	Kontinent			
賬	Konto			
控	kontrollieren			
兌	konvertieren			
凸	konvex			
註	konzentrieren			
專	konzentriert			
協	kooperieren			
首	Kopf		Hauptstadt	w
頭	Kopf		Kopfhaar	w
珊	Koralle		Ab	p
瑚	Koralle		aB	p
籃	Korb			
韓	Korea			
粒	Korn			
廊	Korridor			
改	korrigieren			
嘗	kosten			
蝦	Krabbe		Hummer	w
蟹	Krabbe		Krebs (Sternbild)	w
嘈	Krach			
力	Kraft			
領	Kragen			
潦	krakelig			
爪	Kralle			
病	Krankheit		Defekt	w
症	Krankheit		Symptom	w
疾	Krankheit		Behinderung	w
瘓	Krankheit		Lähmung	w
劃	kratzen		zer-	d
搔	kratzen		jucken	d
撓	kratzen		behindern	w
圈	Kreis			
軲	kreiseln			
迴	kreisen			
淪	krepieren			
逵	Kreuzung			
戰	Krieg			
俘	Kriegsgefangener			
艦	Kriegsschiff			
晶	Kristall			
批	kritisieren			
鱷	Krokodil			
冠	Krone			
壇	Krug			
強	kräftig			
鴉	Krähe			
啼	krähen			
糕	Kuchen		Pudding	a
餑	Kuchen		Dampfbrötchen	a
球	Kugel			
培	kultivieren			
雅	kultiviert			
崑	Kunlun		Ab	p
崙	Kunlun		aB	p
藝	Kunst			
術	Kunstfertigkeit			
玲	kunstvoll		Ab	p
瓏	kunstvoll		aB	p
銅	Kupfer			
蘸	kurz eintauchen			
偎	kuscheln			
抗	kämpfen		Beschwerde	w
鬥	kämpfen		Schlacht	w
毆	kämpfen		zusammenschlagen	w
酪	Käse			
王	König			
可	können			
身	Körper		Figur	w
體	Körper		Gymnastik	w
廚	Küche			
蟑	Küchenschabe			
丹	Kügelchen			
涼	kühl			
蘆	Kürbis			
掄	küren			
吻	küssen			
灘	Küste			
啦	la		Cheerleader	w
喇	la		Megafon	w
笑	lachen			
漆	lackieren			
庫	Lagerhaus			
存	lagern			
癱	lahm			
燈	Lampe		Laterne	a
盞	Lampe		ZEW	d
國	Land			
縣	Landkreis			
農	Landwirtschaft			
長	lang			
詹	langatmig			
久	lange Zeit			
慢	langsam			
巾	Lappen			
由	lassen			
莠	lasterhaft			
榷	Laufsteg			
詼	launisch			
喧	laut			
活	Leben			
栩	lebendig			
齡	Lebensalter			
壽	Lebenserwartung			
侶	Lebensgefährte			
糧	Lebensmittel			
肝	Leber			
漏	Leck			
韋	Leder		Jacke	f
革	Leder		Schuhe	f
靠	lehnen			
師	Lehrer			
徒	Lehrling			
屍	Leiche			
輕	leicht			
貸	leihen			
屏	Leinwand			
胯	Leistengegend			
梯	Leiter			
課	Lektion			
學	lernen			
讀	lesen		vorlesen	d
閱	lesen		überfliegen	w
亮	leuchten			
螢	Leuchtkäfer			
里	Li			
廖	Liao			
螂	Libelle		Kakerlake	w
蜻	Libelle		Ab	p
蜓	Libelle		aB	p
光	Licht			
愛	Liebe			
睦	liebenswürdig			
歌	Lied			
送	liefern			
夾	liniert			
左	links			
唇	Lippe			
夷	liquidieren			
單	Liste			
俊	listig		charmant	w
刁	listig		durchtrieben	a
升	Liter			
荔	Litsche			
讚	loben		anpreisen	w
褒	loben		bewerten	w
孔	Loch		Konfuzius	n
窿	Loch		Schulden	w
理	Logik		Manager	w
邏	Logik		Patrouille	w
桂	Lorbeerbaum			
丢	lose			
散	lose werden			
蓮	Lotus		Lotussamen	w
荷	Lotus		Belastung	w
嘍	Lou!			
盧	Lu			
肺	Lunge			
洛	Luo			
逗	lustig			
奢	luxuriös			
鄉	ländlich			
匙	Löffel		Schlüssel	w
熄	löschen		Licht ausmachen	w
刪	löschen		radieren	a
劉	löschen		töten	a
拭	löschen		wegwischen	a
獅	Löwe			
呂	Lü			
謊	Lüge			
弄	machen			
威	Macht			
猖	machtvoll			
胃	Magen			
鎂	Magnesium			
磁	Magnet			
餐	Mahlzeit			
獼	Makake			
妝	Make-up			
宏	makro-			
次	Mal			
橘	Mandarine		orange	w
桔	Mandarine		Orangensaft	w
芒	Mang			
差	mangeln an			
欠	mangelnd			
男	Mann			
隊	Mannschaft			
稿	Manuskript			
牌	Marke			
標	Markierung			
市	Markt			
機	Maschine			
揉	massieren			
沛	massig			
桅	Mast			
料	Material			
褥	Matratze			
席	Matte			
壁	Mauer		Klippe	a
牆	Mauer		Stadtmauer	w
砌	mauern			
桑	Maulbeerbaum			
騾	Maultier			
鼠	Maus			
則	Maßstab			
媒	Medium			
藥	Medizin			
海	Meer			
主	Meister			
鬱	Melancholie			
瓜	Melone			
人	Mensch			
猿	Menschenaffe			
眾	Menschenmasse			
曹	Menschenschlag			
仁	Menschlichkeit			
測	messen			
刀	Messer			
譬	Metapher			
法	Methode			
都	Metropole			
租	Miete			
僱	mieten			
咪	miez!			
奶	Milch			
武	militärisch			
脾	Milz			
卑	minderwertig		Selbstmitleid	w
劣	minderwertig		schlimm	w
礦	Mine			
卿	Minister		alte Form	d
摻	mischen		am Arm halten	a
攪	mischen		nerven	a
違	missachten			
疑	misstrauen			
與	mit			
掂	mit der Hand abwägen			
載	mit etwas beladen sein			
睹	mitansehen			
員	Mitarbeiter			
處	miteinander auskommen			
參	mitmachen			
午	Mittag			
中	Mitte			
訴	mitteilen			
庸	mittelmäßig			
樞	Mittelpunkt			
呢	Modalpartikel			
型	Modell			
塑	modellieren			
欺	mogeln			
月	Mond			
蒙	Mongolei			
晨	Morgengrauen			
朽	morsch			
灸	Moxen			
畝	Mu			
口	Mund		Radikal	g
嘴	Mund		komplett	g
咧	Mund verziehen			
咕	murmeln			
糊	Mus			
貝	Muschel			
樂	Musik			
奏	musizieren			
肌	Muskel			
模	Muster		Imitat	w
格	Muster		Standard	a
勇	mutig			
鬚	mutig entgegentreten			
母	Mutter		Schrauben-	w
娘	Mutter		Stiefmutter	w
媽	Mutter		Mama	w
祕	mysteriös			
雄	mächtig			
妮	Mädchen			
想	möchten			
僧	Mönch			
搗	mörsern			
蚊	Mücke			
乏	müde		Dürre	w
累	müde		schwerfälig	a
勞	Mühe			
圾	Müll			
幣	Münze			
須	müssen			
臍	Nabel			
趴	nach vorne beugen		auf den Bauch legen	a
伏	nach vorne beugen		unterwerfen	a
摹	nachahmen			
鄰	Nachbar			
思	nachdenken			
審	nachforschen			
查	nachgucken			
宵	Nacht		Mitternacht	a
夜	Nacht		Nachtmarkt	w
蛾	Nachtfalter			
針	Nadel			
丁	Nagel		Radikal	g
釘	Nagel		komplett	g
近	nahe		kürzlich	w
傍	nahe		gegen Abend	w
瀕	nahe		am Meer	w
濱	nahe am Wasser			
名	Name			
榜	Namensliste			
痕	Narbe		Spur	w
疤	Narbe		Kratzer	a
鼻	Nase			
溼	nass			
淋	nass werden			
災	Naturkatastrophe			
航	navigieren			
霧	Nebel			
挨	neben			
甥	Neffe			
否	negieren			
取	nehmen			
嫉	Neid			
忌	neidisch sein			
不	nein			
煩	nerven		belästigen	w
佗	nerven		Tuo	n
窩	Nest		Tierbau	a
巢	Nest		Vogel-	w
網	Netz			
絡	Netzwerk			
新	neu		frisch	w
穎	neu		neuartig	w
九	neun		normal	d
玖	neun		finanz.	d
紐	New York			
別	nicht		andere	a
非	nicht		Präfix	d
沒	nicht haben			
甭	nicht nötig			
勿	nicht tun			
姪	Nichte			
瑣	nichtig			
無	Nichts			
盹	Nickerchen			
蹬	niederdrücken		mit dem Fuß	d
沮	niedergeschlagen			
抑	niederhalten			
敗	Niederlage			
屠	niedermetzeln			
低	niedrig		reduzieren	w
矮	niedrig		kleinwüchsig	a
莫	niemand			
腎	Niere			
嚏	niesen			
未	noch nicht			
縱	Nord-Süd			
北	Norden			
矩	Norm			
楷	Normalschrift			
麵	Nudel			
零	null			
號	Nummer			
只	nur			
乃	nur dann			
膀	Oberarm			
面	Oberfläche			
觀	observieren			
雖	obwohl			
詠	Ode			
或	oder			
窯	Ofen			
彰	offenbaren			
晰	offensichtlich			
獻	offerieren			
常	oft			
呀	Oh!		ya1	d
哦	Oh!		Aha!	d
噢	Oh!		Huch!	d
嗬	Oh!		he1	d
呦	Oh!		you1	d
暈	Ohnmacht			
耳	Ohr			
行	okay			
佔	okkupieren			
橄	oliv			
欖	Olive			
姥	Oma		mütterlich	d
叔	Onkel		väterlich älter	d
舅	Onkel		mütterlich	d
伯	Onkel		väterlich jünger	d
爺	Opa			
齣	Oper		ZEW	d
祭	opfern		Ab	p
祀	opfern		aB	p
牲	Opfertier			
裕	opulent			
猩	Orang Utan			
橙	orange			
蘭	Orchidee			
第	Ordinalzahl			
秩	Ordnung		bestellen	w
倫	Ordnung		London	n
措	organisieren			
颶	Orkan			
東	Osten			
卵	Ovum			
洋	Ozean			
雙	Paar			
槳	Paddel			
包	Paket			
宮	Palast			
柚	Pampelmuse			
慌	Panik			
鸚	Papagei		Ab	p
鵡	Papagei		aB	p
爹	Papi			
紙	Papier			
楊	Pappel			
黨	Partei			
偏	parteiisch			
嘛	Partikel		logisch!	d
矣	Partikel		wie 了	d
伴	Partner			
乘	Passagier			
合	passen			
適	passend			
過	passieren			
巡	patrouillieren			
頓	Pause			
亭	Pavillon			
迂	pedantisch			
鞭	Peitsche			
擺	Pendel			
啪	Peng!			
肽	Peptid			
了	Perfektsuffix			
顆	Perle		ZEW	d
珠	Perle		Kugelschreiber	w
們	Personen			
疫	Pest			
竿	Pfahl			
鐺	Pfanne			
椒	Pfeffer			
矢	Pfeil		Vektor	w
箭	Pfeil		Rakete	w
匹	Pferd		ZEW	d
馬	Pferd		Tier	d
桃	Pfirsich			
棵	Pflanze		ZEW	d
株	Pflanze		Baumstamm	a
植	pflanzen			
李	Pflaume			
責	Pflicht			
采	pflücken		simp	g
採	pflücken		trad	g
耕	pflügen		Ackerland	w
犁	pflügen		Pflug	a
杆	Pfosten		Geländer	w
柱	Pfosten		Betonfpeiler	w
鎊	Pfund Sterling			
菲	Philippinen			
磷	Phosphor			
鳳	Phönix		Ab	p
凰	Phönix		aB	p
疙	Pickel			
啄	picken			
嘰	piep piep		Vogel	d
丸	Pille			
乒	Pingpong		Ab	p
乓	Pingpong		aB	p
鑷	Pinzette			
策	Plan			
擬	planen			
板	Planke			
芭	Plantane			
嘮	plappern		Ab	p
叨	plappern		aB	p
噠	plappern		klappern	a
張	Platte		ZEW	d
台	Plattform		simp	g
臺	Plattform		trad	g
所	Platz			
擱	platzieren			
聊	plaudern			
就	plötzlich		Errungenschaft	w
驟	plötzlich		Maßnahme	w
霍	plötzlich		verschwenden	w
奪	plündern			
頰	Pobacken			
撲	pochen			
盃	Pokal			
極	Pol			
磋	polieren			
政	Politik			
警	Polizei			
藉	Polster			
髦	Pony		Haarschnitt	d
俗	populär			
蔥	Porree			
份	Portionen			
瓷	Porzellan			
暄	porös			
位	Position			
郵	Post			
幅	Poster		ZEW	d
柬	Postkarte			
勢	Potential			
便	praktisch			
價	Preis		Kurs	w
獎	Preis		Preisgeld	w
頌	preisen			
按	pressen			
私	privat			
權	Privileg			
試	probieren			
品	Produkt			
產	produzieren			
利	Profit			
項	Projekt			
彈	Projektil			
即	prompt			
妓	Prosituierte			
佑	protegieren			
錄	protokollieren			
骼	provisorisch			
惹	provozieren			
茂	prächtig			
劑	Präparat			
驗	prüfen		Klassenarbeit	w
鑑	prüfen		Gutachten	w
棍	Prügel			
刊	publizieren			
粉	Puder			
脈	Puls			
唧	pumpen			
點	Punkt			
眸	Pupille			
粹	pur			
擦	putzen			
氓	Pöbel			
淇	Qi		Fluss	d
秦	Qin Dynastie			
糗	Qiu			
質	Qualität			
汞	Quecksilber			
泉	Quelle			
烏	Rabe			
輪	Rad			
蘿	Radieschen			
饞	raffgierig			
狡	raffiniert			
框	Rahmen			
際	Rand			
銜	Rang		zusammenkoppeln	w
級	Rang		Jahrgang	w
徽	Rangabzeichen			
蔓	Ranke		Ansteckung	w
藤	Ranke		Kletterpflanze	w
迅	rapide			
罕	rar			
簌	rascheln			
刮	rasieren			
剃	Rasierer			
嘩	rasseln			
率	Rate			
猜	raten			
掠	rauben		plündern	w
劫	rauben		entführen	w
煙	Rauch			
室	Raum			
霜	Raureif			
算	rechnen			
帳	Rechnung			
右	rechts			
槓	Reck			
話	Rede			
減	reduzieren			
規	Regel			
雨	Regen			
虹	Regenbogen		Neon Ab	p
霓	Regenbogen		Neon aB	p
傘	Regenschirm			
治	regieren			
府	Regierungsbüro			
區	Region			
蹭	reiben		kratzen	a
摩	reiben		glattstreichen	w
界	Reich			
博	reichhaltig			
豐	reichlich		ausgiebig	w
闊	reichlich		ausgedehnt	w
富	Reichtum			
熟	reif			
列	Reihe			
韻	Reim			
潔	rein			
沐	reinigen		sich baden	w
滌	reinigen		Reinigungsmittel	w
淅	reinigen		Reis waschen	d
米	Reis			
粥	Reisbrei			
